reviews,category
staff was really nice,['Staff Behaviour']
this flight was rather nice,['Miscellaneous']
very bad reputation,['Brand Reputation']
airport belavia employees really rude,"['Staff Behaviour', 'Cabin Environment']"
a very pleasant flight,['Miscellaneous']
don't care a lot for customers,['Miscellaneous']
terrible service,"['Staff Behaviour', 'Brand Reputation', 'In-flight Experience']"
don't think we'll fly bh air again,['Cabin Environment']
"shocking service, unhelpful staff","['Staff Behaviour', 'In-flight Experience']"
convenient flight from local airport,['Cabin Environment']
bh air customer review,['Cabin Environment']
bh air customer review,['Cabin Environment']
bh air customer review,['Cabin Environment']
bh air customer review,['Cabin Environment']
worse ground handling staff,"['Staff Behaviour', 'Baggage Policies']"
bags were a bit extra in weight,['Miscellaneous']
cannot select seat through online check-in,"['Seat Comfort', 'Wi-Fi & Connectivity', 'Boarding Process']"
waiting two years for the refund,"['Punctuality', 'Ticket Booking & Pricing', 'Compensation & Refund', 'Boarding Process']"
good things to say,['Miscellaneous']
bhutan experience turned bad,['In-flight Experience']
"dirty interior, dirty food-cart","['Food & Beverages', 'Hygiene', 'Aircraft Maintenance', 'In-flight Experience']"
will never fly this airline ever again,"['Cabin Environment', 'Boarding Process']"
my worst experience,"['Brand Reputation', 'In-flight Experience']"
very high ticket flight,['Ticket Booking & Pricing']
"no information, no updates",['Miscellaneous']
the service was extremely bad,"['Staff Behaviour', 'In-flight Experience']"
it's always delayed,['Punctuality']
staff on board are just okay,"['Staff Behaviour', 'Miscellaneous']"
worst inflight entertainment,"['Inflight Entertainment', 'Brand Reputation', 'In-flight Experience']"
food was very poor,"['Food & Beverages', 'In-flight Experience']"
a delightful surprise,['Miscellaneous']
unfair policy towards its customers,"['Cabin Environment', 'Baggage Policies', 'Process & Policy']"
four months to get my money back,['Compensation & Refund']
don't recommend this airline,"['Cabin Environment', 'Boarding Process']"
excellent airline,"['Cabin Environment', 'Boarding Process']"
check-in easy and smooth,['Boarding Process']
friendly cabin crew,"['Staff Behaviour', 'Cabin Environment', 'In-flight Experience']"
horrendous experience,['In-flight Experience']
"no assistance, no information","['Staff Behaviour', 'Customer Service', 'Accessibility Needs']"
with little leg room,['Miscellaneous']
blu-express customer review,['Miscellaneous']
blu-express customer review,['Miscellaneous']
blu-express customer review,['Miscellaneous']
blu-express customer review,['Miscellaneous']
blu-express customer review,['Miscellaneous']
blu-express customer review,['Miscellaneous']
blu-express customer review,['Miscellaneous']
airline has zero customer service skills,"['Staff Behaviour', 'Cabin Environment', 'Customer Service', 'Boarding Process', 'In-flight Experience']"
not honoured the refund,"['Ticket Booking & Pricing', 'Compensation & Refund']"
we had a terrible experience,"['Brand Reputation', 'In-flight Experience']"
avoid it by all means,['Brand Reputation']
one week later cancel flights,['Punctuality']
they practically sold more tickets than seats,"['Seat Comfort', 'Ticket Booking & Pricing', 'Aircraft Maintenance']"
avoid like the plague,['Brand Reputation']
charged 350 lei for check-in,['Boarding Process']
my flight with blue air got cancelled twice in 2 weeks,['Cabin Environment']
website a waste of time,['Miscellaneous']
comfortable enough flight,"['Seat Comfort', 'In-flight Experience']"
not eligible for any compensation,['Compensation & Refund']
an utter disgrace,['Brand Reputation']
we left about seven hours late,['Punctuality']
sold its soul to the devil,['Aircraft Maintenance']
had to drop to flybe standards,['Miscellaneous']
flight was not operating,['Miscellaneous']
expect much better customer service,"['Staff Behaviour', 'Customer Service', 'In-flight Experience']"
very unhelpful offers,['Staff Behaviour']
don't forget middle name,['Miscellaneous']
"the sooner it goes under, the better",['Miscellaneous']
forced to buy new tickets,['Ticket Booking & Pricing']
would 100% not recommend,['Miscellaneous']
airline is super shady,"['Cabin Environment', 'Boarding Process']"
in my opinion a complete scam,['Miscellaneous']
i did not include my middle name,['Miscellaneous']
worst experience i’ve had,"['Brand Reputation', 'In-flight Experience']"
worst airline experience,"['Cabin Environment', 'Brand Reputation', 'Boarding Process', 'In-flight Experience']"
middle name change scam,['Ticket Booking & Pricing']
the worst service i have experienced,"['Staff Behaviour', 'Brand Reputation', 'In-flight Experience']"
do not recommend this airline,"['Cabin Environment', 'Boarding Process']"
lack of customer service,"['Staff Behaviour', 'Customer Service', 'In-flight Experience']"
did everything to help me,['Miscellaneous']
a great flight overall,['Miscellaneous']
service is awful,"['Staff Behaviour', 'In-flight Experience']"
never book them again,['Miscellaneous']
there was no reply from them,['Miscellaneous']
they offer no meals whatsoever,['Food & Beverages']
the worst airline ever,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
wouldn't recommend it to anyone,['Miscellaneous']
never got a reply,['Miscellaneous']
still waiting for compensation,"['Punctuality', 'Compensation & Refund', 'Boarding Process']"
without any issues,['Miscellaneous']
pretty much guaranteed delay,"['Punctuality', 'Compensation & Refund']"
goodbye bmi!,['Miscellaneous']
worst airline i ever used,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
they say payment was made,"['Ticket Booking & Pricing', 'Compensation & Refund']"
still have not received a penny,['Miscellaneous']
no info at gate,['Miscellaneous']
absolutely dreadful experience,['In-flight Experience']
very friendly service on board,"['Staff Behaviour', 'In-flight Experience']"
worst airline ever,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
i advise against,['Miscellaneous']
the plane is dirty and old,"['Hygiene', 'Aircraft Maintenance']"
the boa service is the worst,"['Staff Behaviour', 'Brand Reputation', 'In-flight Experience']"
service on the flight unacceptable,"['Staff Behaviour', 'In-flight Experience']"
flight was relaxing and smooth,['Miscellaneous']
flights very comfortable,"['Seat Comfort', 'In-flight Experience']"
no entertainment on the plane,"['Inflight Entertainment', 'Aircraft Maintenance', 'In-flight Experience']"
flight was annoying,['Miscellaneous']
never use this airline again,"['Cabin Environment', 'Boarding Process']"
dragging their feet on refunding,"['Ticket Booking & Pricing', 'Compensation & Refund']"
definitely recommend,['Miscellaneous']
an awful experience,['In-flight Experience']
i need my luggage,['Baggage Policies']
customer service is outstanding,"['Staff Behaviour', 'Customer Service', 'In-flight Experience']"
nice having a reliable company,['Miscellaneous']
hope to fly you again some day,['Miscellaneous']
the customer service of boutique air is terrible,"['Staff Behaviour', 'Cabin Environment', 'Customer Service', 'Brand Reputation', 'In-flight Experience']"
boutique was a novel experience,['In-flight Experience']
very unreliable airline,"['Cabin Environment', 'Boarding Process']"
probably fly them again,['Miscellaneous']
will never fly breeze again,['Miscellaneous']
horrible customer service,"['Staff Behaviour', 'Customer Service', 'Brand Reputation', 'In-flight Experience']"
terrible customer service,"['Staff Behaviour', 'Customer Service', 'Brand Reputation', 'In-flight Experience']"
plane departed nearly 3 hours late,"['Punctuality', 'Aircraft Maintenance']"
lost my bag for multiple days,['Baggage Policies']
not recommend this airline,"['Cabin Environment', 'Boarding Process']"
the plane had already left,['Aircraft Maintenance']
never booking again,['Ticket Booking & Pricing']
all were amazing!,['Miscellaneous']
pleasant cabin crew,"['Staff Behaviour', 'Cabin Environment', 'In-flight Experience']"
one of the best ba first flights i’ve had,['Miscellaneous']
very good service on this route,"['Staff Behaviour', 'In-flight Experience']"
disagreeable flight attendant,['Staff Behaviour']
flight was delayed nearly 1 hour,['Punctuality']
full of attitude to me,['Miscellaneous']
service was outrageous,"['Staff Behaviour', 'In-flight Experience']"
managed to get everything right,['Miscellaneous']
the seats were excellent,['Seat Comfort']
the crew were awful,"['Staff Behaviour', 'In-flight Experience']"
rudeness of the ground staff,['Staff Behaviour']
experience has truly shocked me,['In-flight Experience']
lack of coordination and communication,['Miscellaneous']
highlight was the crew,"['Staff Behaviour', 'In-flight Experience']"
worst customer service ever,"['Staff Behaviour', 'Customer Service', 'Brand Reputation', 'In-flight Experience']"
lack of action and customer service,"['Staff Behaviour', 'Customer Service', 'In-flight Experience']"
cabin crow was rude,"['Staff Behaviour', 'Cabin Environment']"
the incompetence is staggering,['Miscellaneous']
business configuration was 2-2-2,['Miscellaneous']
terrible customer service,"['Staff Behaviour', 'Customer Service', 'Brand Reputation', 'In-flight Experience']"
price was pretty outrageous,"['Value for Money', 'Ticket Booking & Pricing']"
arrogant behaviour,['Miscellaneous']
the worse experience,['In-flight Experience']
worst service and worst passenger handling,"['Staff Behaviour', 'Baggage Policies', 'Brand Reputation', 'In-flight Experience']"
flights has been delayed,['Punctuality']
unprofessional customer service,"['Staff Behaviour', 'Customer Service', 'In-flight Experience']"
lack of efficient communication,['Miscellaneous']
unprofessional and unorganised,['Staff Behaviour']
disgusting and unprofessional,['Staff Behaviour']
flights are always delayed,['Punctuality']
poor quality service,"['Staff Behaviour', 'In-flight Experience']"
better to pay a little bit more,['Miscellaneous']
absolutely awful service,"['Staff Behaviour', 'In-flight Experience']"
worst customer service ever,"['Staff Behaviour', 'Customer Service', 'Brand Reputation', 'In-flight Experience']"
staff were professional and courteous,['Staff Behaviour']
not book a flight with them,['Miscellaneous']
cancelled without any notice,['Miscellaneous']
never fly with this airline again,"['Cabin Environment', 'Boarding Process']"
we were promised a refund,"['Ticket Booking & Pricing', 'Compensation & Refund']"
still didn't refund me my money,"['Ticket Booking & Pricing', 'Compensation & Refund']"
the cabin crew were polite,"['Staff Behaviour', 'Cabin Environment', 'In-flight Experience']"
never buy tickets in buta airways,"['Cabin Environment', 'Ticket Booking & Pricing']"
their service is very low level,"['Staff Behaviour', 'In-flight Experience']"
practice is misleading,['Miscellaneous']
25 euros for carry on luggage,['Baggage Policies']
definitely the best low cost carrier,['Value for Money']
everything went smoothly here,['Miscellaneous']
hand luggage is not included,['Baggage Policies']
a very poor experience,['In-flight Experience']
a very poor experience,['In-flight Experience']
flight was delayed by 10 hours,['Punctuality']
renowned for cancelling flights,['Miscellaneous']
not check in until 2.5 hours before,['Miscellaneous']
i should have known better,['Miscellaneous']
worst experience of personnel,"['Brand Reputation', 'In-flight Experience']"
definitely use the airline again,"['Cabin Environment', 'Boarding Process']"
please do not book with them!,['Miscellaneous']
"amazingly calm, relaxed and friendly",['Miscellaneous']
unpleasant check in staff,['Staff Behaviour']
airfare was quite high,['Cabin Environment']
they are playing with my money,['Miscellaneous']
worst customer service,"['Staff Behaviour', 'Customer Service', 'Brand Reputation', 'In-flight Experience']"
never flying with them again,['Miscellaneous']
pay 65 usd for a 14 kilo bag,['Miscellaneous']
us$130 to get my luggage on board,['Baggage Policies']
a good experience,['In-flight Experience']
baggage allowance wasn’t credited,['Baggage Policies']
aircraft noisy and vibrates,"['Cabin Environment', 'Aircraft Maintenance']"
is a nice airline,"['Cabin Environment', 'Boarding Process']"
luggage was bumped in ottawa,['Baggage Policies']
efficient and very pleasant,['Miscellaneous']
not recommendable at all,['Miscellaneous']
the flight was enjoyable,['Miscellaneous']
"honest, efficient and reliable",['Miscellaneous']
could not rebook my tickets,['Ticket Booking & Pricing']
not pleasant impression,['Miscellaneous']
not a great experience,['In-flight Experience']
good value company,['Value for Money']
denied to let me board,['Compensation & Refund']
unreliable for anything but sightseeing,['Miscellaneous']
would not let me check in,['Miscellaneous']
flown cape air a few times - never again,"['Cabin Environment', 'Brand Reputation']"
don't care about getting you there,['Miscellaneous']
cancelled late the night before,['Punctuality']
easily the worst airline experience we've ever had,"['Cabin Environment', 'Brand Reputation', 'Boarding Process', 'In-flight Experience']"
take a rental car,['Miscellaneous']
i still have not been reimbursed,['Miscellaneous']
cape air customer service is closed,"['Staff Behaviour', 'Cabin Environment', 'Customer Service', 'In-flight Experience']"
pleasant short flight,['Miscellaneous']
wonderful crew,"['Staff Behaviour', 'In-flight Experience']"
truly the worst airline experience,"['Cabin Environment', 'Brand Reputation', 'Boarding Process', 'In-flight Experience']"
just a horrible experience,"['Brand Reputation', 'In-flight Experience']"
worst airline i have ever flown with,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
no refund has been made,"['Ticket Booking & Pricing', 'Compensation & Refund']"
the worst airline i’ve flown,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
they are reasonable,['Value for Money']
the service was lousy,"['Staff Behaviour', 'In-flight Experience']"
staff was very welcoming,['Staff Behaviour']
"nice airline, good food","['Food & Beverages', 'Cabin Environment', 'Boarding Process', 'In-flight Experience']"
new business class seats,['Seat Comfort']
cabin crew were very professional and courteous,"['Staff Behaviour', 'Cabin Environment', 'In-flight Experience']"
i was completely ignored,['Miscellaneous']
impressive experience,['In-flight Experience']
substituted a smaller a320,['Miscellaneous']
an excellent flight,['Miscellaneous']
was just awesome,['Miscellaneous']
an unremarkable experience,['In-flight Experience']
experience was wonderful,['In-flight Experience']
service was so so,"['Staff Behaviour', 'In-flight Experience']"
way below my expectations,['Miscellaneous']
"no coffee, tea or drinks",['Food & Beverages']
price of premium economy is outrageous,"['Value for Money', 'Ticket Booking & Pricing']"
lack of frequent flyer points,['Miscellaneous']
couldn't sit together,['Miscellaneous']
approach to handling claims is frustrating,"['Baggage Policies', 'Compensation & Refund']"
service and catering on both flights good,"['Food & Beverages', 'Staff Behaviour', 'In-flight Experience']"
this is commercially foolish,['Miscellaneous']
why sell an unusable ticket,['Ticket Booking & Pricing']
very unorganized,['Miscellaneous']
i was refused to board early,['Miscellaneous']
do not recommend traveling with cayman airways,['Cabin Environment']
the delays are long,['Punctuality']
worst flying experience,"['Brand Reputation', 'In-flight Experience']"
staff were very unprofessional,['Staff Behaviour']
don't fly cayman airways,['Cabin Environment']
the worst airline experience,"['Cabin Environment', 'Brand Reputation', 'Boarding Process', 'In-flight Experience']"
worst airline ever!,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
very disappointed at check in,['Miscellaneous']
trying to cancel a flight for months,['Miscellaneous']
a pleasant flight,['Miscellaneous']
suitcases had been left behind,['Miscellaneous']
never recommend this airline,"['Cabin Environment', 'Boarding Process']"
a commendation to the staff,['Staff Behaviour']
we were at the mercy of the airline,"['Cabin Environment', 'Boarding Process']"
refuses to give us our cash back,['Miscellaneous']
airline is totally unorganized,"['Cabin Environment', 'Boarding Process']"
never use this airline again,"['Cabin Environment', 'Boarding Process']"
don't waste your time or money,['Miscellaneous']
worst experience checking in,"['Brand Reputation', 'In-flight Experience']"
a pleasant surprise,['Miscellaneous']
i am not impressed with cemair,['Cabin Environment']
best flying experience ever,['In-flight Experience']
the worst customer service,"['Staff Behaviour', 'Customer Service', 'Brand Reputation', 'In-flight Experience']"
a very decent experience,['In-flight Experience']
never use this company again,['Miscellaneous']
cancel my flight after business hours,['Miscellaneous']
brutal airline,"['Cabin Environment', 'Boarding Process']"
we were told no compensation for this,"['Aircraft Maintenance', 'Compensation & Refund']"
terrible service/planning,"['Staff Behaviour', 'Brand Reputation', 'In-flight Experience']"
somehow lost my baggage,['Baggage Policies']
horrible service now,"['Staff Behaviour', 'Brand Reputation', 'In-flight Experience']"
all want to get to our destination,['Miscellaneous']
amazing customer service,"['Staff Behaviour', 'Customer Service', 'In-flight Experience']"
feel like i've been scammed,['Miscellaneous']
the seat is super tight,['Seat Comfort']
comfortable business class,"['Seat Comfort', 'In-flight Experience']"
service on both flights was truly first class,"['Staff Behaviour', 'In-flight Experience']"
lovely crew,"['Staff Behaviour', 'In-flight Experience']"
the service was excellent,"['Staff Behaviour', 'In-flight Experience']"
service was friendly and responsive,"['Staff Behaviour', 'In-flight Experience']"
surprised about the seat quality,['Seat Comfort']
plenty of legroom,['Seat Comfort']
comfortable with good service,"['Seat Comfort', 'Staff Behaviour', 'In-flight Experience']"
horrific customer experience,['In-flight Experience']
overall i have no complaints,"['Customer Service', 'Brand Reputation']"
the cabin was spotlessly clean,"['Hygiene', 'Cabin Environment']"
improved dramatically,['Miscellaneous']
fares were very competitive,['Miscellaneous']
diabolical at best,['Miscellaneous']
economy seats were fine,['Seat Comfort']
wouldn't hesitate to fly them again,['Miscellaneous']
strange and frustrating airline,"['Cabin Environment', 'Boarding Process']"
a real disappointment,['Miscellaneous']
staff are unpleasant,['Staff Behaviour']
certainly recommend china southern,['Miscellaneous']
charged excess for snowboard,['Miscellaneous']
service on board is amazing,"['Staff Behaviour', 'In-flight Experience']"
very friendly in flight crew,"['Staff Behaviour', 'In-flight Experience']"
yet to receive my refund,"['Ticket Booking & Pricing', 'Compensation & Refund']"
canceled my flight,['Miscellaneous']
found out that there was no flight,['Miscellaneous']
highly recommend this airline,"['Cabin Environment', 'Boarding Process']"
requested a refund,"['Ticket Booking & Pricing', 'Compensation & Refund']"
the ticket price is cheap,"['Value for Money', 'Ticket Booking & Pricing']"
no cheaper than normal airlines,"['Value for Money', 'Cabin Environment', 'Boarding Process']"
worst airline i ever been on ,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
better not using toilets,['Miscellaneous']
her exceptional professionalism,['Miscellaneous']
avoid flying this airline,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
cost to check baggage was $240,"['Value for Money', 'Baggage Policies']"
not able to check in online,"['Wi-Fi & Connectivity', 'Boarding Process']"
i was more than satisfied,['Miscellaneous']
do not fly with them again,['Miscellaneous']
a delay of 5 hours 15,['Punctuality']
could not check in online,"['Wi-Fi & Connectivity', 'Boarding Process']"
all in all great flight experience,['In-flight Experience']
have not received a refund,"['Ticket Booking & Pricing', 'Compensation & Refund']"
the avro is an absolute joy,['Miscellaneous']
i am still waiting to be reimbursed,"['Punctuality', 'Boarding Process']"
no explanations were forthcoming,['Miscellaneous']
still not received my bag,['Miscellaneous']
they are disgraceful,['Brand Reputation']
a big disappointment,['Miscellaneous']
would fly this airline again,"['Cabin Environment', 'Boarding Process']"
flight has been changed,['Ticket Booking & Pricing']
this flight was a real bargain,['Miscellaneous']
very pleasant short flight,['Miscellaneous']
disappointed with this airline,"['Cabin Environment', 'Boarding Process']"
experienced excellent customer service,"['Staff Behaviour', 'Customer Service', 'In-flight Experience']"
"supportive, understanding, and efficient","['Staff Behaviour', 'Customer Service', 'Accessibility Needs']"
surprised with punctuality and reliability,['Punctuality']
want to book for next year now ,['Miscellaneous']
have to pay for your bags,['Miscellaneous']
woeful customer service,"['Staff Behaviour', 'Customer Service', 'In-flight Experience']"
on the ground not so great,['Miscellaneous']
excellent flight,['Miscellaneous']
aircraft was more than perfect,"['Cabin Environment', 'Aircraft Maintenance']"
after 2 months nothing had been changed,['Ticket Booking & Pricing']
be very wary of this airline,"['Cabin Environment', 'Boarding Process']"
great choices of food,"['Food & Beverages', 'In-flight Experience']"
all services are unbundled,"['Staff Behaviour', 'In-flight Experience']"
really bad airline,"['Cabin Environment', 'Boarding Process']"
online check in is archaic,"['Wi-Fi & Connectivity', 'Boarding Process']"
"overall, a decent flight",['Miscellaneous']
"overall, a decent flight",['Miscellaneous']
a relatively smooth flight,['Miscellaneous']
ten minutes past check in time,['Miscellaneous']
rude flight attendants,['Staff Behaviour']
well done on customer service,"['Staff Behaviour', 'Customer Service', 'In-flight Experience']"
efficient and personable,['Miscellaneous']
flight itself was unremarkable,['Miscellaneous']
a really great product,['Miscellaneous']
be aware of their policies,['Miscellaneous']
suitcases had not come along,['Miscellaneous']
nothing short of a disaster,['Miscellaneous']
please read the reviews first,['Miscellaneous']
they refuse to accept cash,['Miscellaneous']
i didn't agree to pay,['Miscellaneous']
never been so poorly treated by any airline,"['Cabin Environment', 'Boarding Process']"
pay 250 canadian dollars for my bag,['Miscellaneous']
zero care factor from condor,['Miscellaneous']
this is completely unacceptable,['Miscellaneous']
worst airline ever!,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
contour declined any refund,"['Ticket Booking & Pricing', 'Compensation & Refund', 'Boarding Process']"
cost $650 to change my flight,"['Value for Money', 'Ticket Booking & Pricing']"
worst airline i have ever flown with,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
i am appalled at copa's behavior,['Miscellaneous']
special meals should be automatically included,['Food & Beverages']
"paid for business, changed to economy",['Ticket Booking & Pricing']
not fly with them going forward,['Miscellaneous']
complete lack of respect for customers,['Miscellaneous']
currently stranded at panama airport,['Cabin Environment']
very dishonest airline,"['Cabin Environment', 'Boarding Process']"
i wouldn’t recommend it,['Miscellaneous']
no customer service at all,"['Staff Behaviour', 'Customer Service', 'In-flight Experience']"
do not recommend,['Miscellaneous']
simply the worst company,['Brand Reputation']
such a terrible airline,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
no service at all,"['Staff Behaviour', 'In-flight Experience']"
i found them to be very good,['Miscellaneous']
forced to pay 10 euros each,['Miscellaneous']
didn't care to solve the problem,['Miscellaneous']
wouldn't travel with this company again,['Miscellaneous']
recommend to anyone!,['Miscellaneous']
customer service remains highly unresponsive,"['Staff Behaviour', 'Customer Service', 'In-flight Experience']"
the worst ever trip i had,['Brand Reputation']
only sometimes gave communication in english,['Miscellaneous']
nicest transatlantic flight i've taken,['Miscellaneous']
this flight was an absolute disaster,['Miscellaneous']
corsair probably won't disappoint,['Cabin Environment']
overall good experience,['In-flight Experience']
friendlier than american airlines,"['Cabin Environment', 'Boarding Process']"
will never ever fly corsair again,['Cabin Environment']
don't care about their customers,['Miscellaneous']
not a single response,['Customer Service']
no one cares enough to help,['Miscellaneous']
an absolute rip off,['Miscellaneous']
no space for backpack overhead,['Seat Comfort']
avoid if you can!,['Brand Reputation']
definitely recommend,['Miscellaneous']
found that was flight was cancelled,['Miscellaneous']
worst customer service i've ever encountered,"['Staff Behaviour', 'Customer Service', 'Brand Reputation', 'In-flight Experience']"
rude and short tempered staff,['Staff Behaviour']
need to do more about overall organisation,['Miscellaneous']
43 euros each to check our carry-on,['Baggage Policies']
absolutely disgusting treatment,['Miscellaneous']
i'm being had and that's how it is,['Miscellaneous']
do not book flights with them,['Miscellaneous']
flight attendants were not very friendly,['Staff Behaviour']
could have been much better,['Miscellaneous']
a trick to scam users,['Miscellaneous']
started with an hour delay,['Punctuality']
for the price i paid i was more than happy,"['Value for Money', 'Ticket Booking & Pricing']"
staff was nice and friendly,['Staff Behaviour']
do not plan to fly with cubana again,['Miscellaneous']
first and last experience,['In-flight Experience']
never fly this company again,['Miscellaneous']
would never fly with them again,['Miscellaneous']
i would fly cubana at any time,['Miscellaneous']
duration of the delay was severe,['Punctuality']
we were refused boarding,['Boarding Process']
never again fly with cubana,['Brand Reputation']
our luggage was lost,['Baggage Policies']
"horrible, unprofessional airline ","['Staff Behaviour', 'Cabin Environment', 'Brand Reputation', 'Boarding Process']"
stay well away from this outfit,['Miscellaneous']
wonderful staff,['Staff Behaviour']
excellent service!,"['Staff Behaviour', 'In-flight Experience']"
a pleasure to travel with,['Miscellaneous']
flight was comfortable,"['Seat Comfort', 'In-flight Experience']"
super kind and efficient,['Miscellaneous']
been beyond disappointing,['Miscellaneous']
money is not yet reimbursed,['Miscellaneous']
worst experience ever,"['Brand Reputation', 'In-flight Experience']"
customer service was appalling,"['Staff Behaviour', 'Customer Service', 'In-flight Experience']"
was the worst experience,"['Brand Reputation', 'In-flight Experience']"
have always been on-time,['Miscellaneous']
danish air transport customer review,['Cabin Environment']
danish air transport customer review,['Cabin Environment']
danish air transport customer review,['Cabin Environment']
better than i was expecting,['Miscellaneous']
"the route, never again",['Brand Reputation']
will never fly them again,['Miscellaneous']
great value for money,['Value for Money']
darwin airline customer review,"['Cabin Environment', 'Boarding Process']"
darwin airline customer review,"['Cabin Environment', 'Boarding Process']"
darwin airline customer review,"['Cabin Environment', 'Boarding Process']"
darwin airline customer review,"['Cabin Environment', 'Boarding Process']"
darwin airline customer review,"['Cabin Environment', 'Boarding Process']"
darwin airline customer review,"['Cabin Environment', 'Boarding Process']"
inconvenience and loss of time,['Miscellaneous']
insufficient customer service,"['Staff Behaviour', 'Customer Service', 'In-flight Experience']"
employees were fine,['Miscellaneous']
did their jobs with passion,['Miscellaneous']
across the plane from each other,['Aircraft Maintenance']
offered no compensation,['Compensation & Refund']
horrible experience with delta,"['Brand Reputation', 'In-flight Experience']"
communication couldn't have been worse,['Miscellaneous']
i recommend delta air lines,"['Cabin Environment', 'Boarding Process']"
never travel delta again,['Miscellaneous']
departure time was uncertain,['Miscellaneous']
extremely bad service,"['Staff Behaviour', 'In-flight Experience']"
the flight was unpleasant,['Miscellaneous']
boarding was a mess,['Boarding Process']
"for the price, definitely not worth it","['Value for Money', 'Ticket Booking & Pricing']"
not looking forward to the return flight,['Miscellaneous']
ignored by customer service,"['Staff Behaviour', 'Customer Service', 'In-flight Experience']"
they rejected my claim,['Compensation & Refund']
no regular drinking water,['Food & Beverages']
we were extremely disappointed,['Miscellaneous']
ground service the worst,"['Staff Behaviour', 'Brand Reputation', 'In-flight Experience']"
i would not fly dragonair again,['Cabin Environment']
value for money is horrible,"['Value for Money', 'Brand Reputation']"
disappointed with in-flight meal,"['Food & Beverages', 'In-flight Experience']"
meal choice is better,['Food & Beverages']
unfortunately really disappointing,['Miscellaneous']
cabin crew are very nice,"['Staff Behaviour', 'Cabin Environment', 'In-flight Experience']"
seats are comfortable,"['Seat Comfort', 'In-flight Experience']"
unexpectedly unpleasant flight,['Miscellaneous']
"dependable, satisfactory service","['Staff Behaviour', 'In-flight Experience', 'Miscellaneous']"
it was enjoyable flight,['Miscellaneous']
courteous and professional,['Miscellaneous']
a nice experience,['In-flight Experience']
everything was really nice,['Miscellaneous']
most scenic commercial flight ever,['Miscellaneous']
nice hot lunch served,"['Food & Beverages', 'Cabin Environment']"
fantastic little airline,"['Cabin Environment', 'Boarding Process']"
very happy to fly druk air again,['Cabin Environment']
staff were lovely on board,['Staff Behaviour']
friendly and efficient cabin crew,"['Staff Behaviour', 'Cabin Environment', 'In-flight Experience']"
plane did not have such a seat,"['Seat Comfort', 'Aircraft Maintenance']"
terrible airline customer service team,"['Staff Behaviour', 'Cabin Environment', 'Customer Service', 'Brand Reputation', 'Boarding Process', 'In-flight Experience']"
bad experience of turbulence,['In-flight Experience']
very horrible service,"['Staff Behaviour', 'Brand Reputation', 'In-flight Experience']"
very upset with eastar jet,['Miscellaneous']
incompetent staff members,['Staff Behaviour']
i missed my flight,['Miscellaneous']
satisfied of services and staff,"['Staff Behaviour', 'In-flight Experience']"
on time and reasonably comfortable,"['Seat Comfort', 'Punctuality', 'In-flight Experience']"
no accountability or service,"['Staff Behaviour', 'In-flight Experience']"
everything was fine,['Miscellaneous']
airline offered no help,"['Cabin Environment', 'Boarding Process']"
staff was well trained and very friendly,['Staff Behaviour']
turned into a nightmare,['Miscellaneous']
beyond incompetent,['Miscellaneous']
it was a highly stressful ordeal,['Miscellaneous']
very dissatisfied and disappointed,['Miscellaneous']
treated passengers with disdain,['Miscellaneous']
inconsistent service levels,"['Staff Behaviour', 'In-flight Experience']"
what a shambles,['Miscellaneous']
they are shockingly poor,['Miscellaneous']
flight was cancelled at the last minute,['Miscellaneous']
avoid at all costs,"['Value for Money', 'Brand Reputation']"
the experience exceeded my expectations,['In-flight Experience']
they did not disappoint,['Miscellaneous']
she was more interested in speaking than offering me some help,['Miscellaneous']
disappointed in the customer service,"['Staff Behaviour', 'Customer Service', 'In-flight Experience']"
pleased we chose easyfly,['Miscellaneous']
overall a great experience,['In-flight Experience']
worst airline i ever knew.,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
meal was so poor,['Food & Beverages']
don't take it if you are a tourist,['Miscellaneous']
best opinion about this airline,"['Cabin Environment', 'Boarding Process']"
helpful and professional,['Staff Behaviour']
they put me on their last flight,['Miscellaneous']
their entire conduct was unnecessary,['Miscellaneous']
an excellent short flight,['Miscellaneous']
they have denied compensation,['Compensation & Refund']
earn only good reviews or not,['Miscellaneous']
left stranded in the wrong country,['Miscellaneous']
left my mobile in the seat pocket,['Seat Comfort']
great flight on easyjet,['Miscellaneous']
incredibly disappointing and frustrating,['Miscellaneous']
a very bad experience,['In-flight Experience']
everything was excellent,['Miscellaneous']
luggage delayed and damaged,"['Punctuality', 'Baggage Policies']"
get it from her in the galley myself,['Miscellaneous']
edelweiss refused to reimburse me,['Miscellaneous']
worst transatlantic company,['Brand Reputation']
leg room was completely inadequate,['Miscellaneous']
the best european holiday airline,"['Cabin Environment', 'Boarding Process']"
